temperatura_c,umidade_pct,perda_pacotes_pct,latencia_ms,tentativas_login_falhas,idade_firmware_dias,consumo_cpu_pct,trafego_saida_kbps,criptografia_ativa,protocolo,rede,tipo_equipamento,risco_alto
27.67,43.8,6.48,12.43,2,150,40.64,215.98,sim,MQTT,iot_isolada,sensor,0
29.95,59.49,5.21,29.26,2,67,70.02,297.69,nao,MQTT,iot_isolada,sensor,1
20.94,32.37,3.32,55.66,1,259,61.57,766.68,sim,MQTT,iot_isolada,gateway,0
33.07,63.36,7.55,50.24,3,398,46.36,415.17,nao,CoAP,iot_isolada,sensor,1
28.44,68.35,6.62,62.52,1,540,66.84,291.75,nao,MQTT,iot_isolada,sensor,0
14.76,54.28,9.82,34.9,1,294,47.87,542.78,sim,MQTT,visitantes,camera,0
14.29,5.0,2.72,7.53,3,197,51.57,304.68,sim,CoAP,iot_isolada,sensor,1
27.91,28.99,2.2,45.38,0,100,85.82,395.87,sim,CoAP,corporativa,sensor,1
26.45,85.95,5.83,17.55,2,463,69.64,332.22,nao,HTTP,iot_isolada,gateway,1
27.28,42.16,2.78,60.56,2,243,31.73,451.62,sim,MQTT,iot_isolada,camera,0
27.8,16.29,0.33,82.54,1,35,23.31,219.01,sim,HTTP,iot_isolada,sensor,1
29.58,74.23,6.77,44.69,1,704,68.81,134.62,nao,CoAP,iot_isolada,sensor,0
34.63,52.24,12.74,23.09,1,71,25.92,563.85,sim,CoAP,corporativa,sensor,0
20.22,71.89,3.07,64.9,2,404,76.62,857.01,sim,MQTT,iot_isolada,atuador,0
19.8,56.99,4.6,297.61,1,229,42.16,139.17,sim,MQTT,visitantes,gateway,1
20.35,60.25,3.07,89.29,0,38,19.0,338.83,nao,MQTT,iot_isolada,sensor,0
30.02,58.53,11.7,93.96,1,180,61.41,218.28,sim,CoAP,iot_isolada,atuador,0
36.71,64.55,0.57,41.06,2,151,59.83,554.67,sim,CoAP,iot_isolada,camera,0
24.98,92.99,10.77,31.19,4,49,50.11,355.19,sim,MQTT,iot_isolada,sensor,0
10.49,69.48,9.57,128.51,0,274,74.41,3069.38,nao,MQTT,corporativa,atuador,1
16.07,23.55,4.99,5.0,2,365,9.41,242.01,sim,HTTP,iot_isolada,gateway,1
22.17,60.04,3.44,33.99,2,189,61.97,876.65,sim,MQTT,iot_isolada,camera,0
24.1,72.55,9.52,179.41,2,147,56.16,938.46,nao,CoAP,corporativa,camera,1
25.14,73.65,8.76,57.83,0,289,55.89,434.21,sim,HTTP,iot_isolada,atuador,0
28.27,44.32,5.3,14.19,4,7,59.28,306.73,sim,MQTT,iot_isolada,sensor,0
25.82,72.97,1.0,84.26,2,134,47.91,319.38,nao,CoAP,corporativa,sensor,0
35.35,68.7,13.9,44.92,1,143,33.12,301.01,sim,HTTP,iot_isolada,sensor,0
23.27,98.31,4.21,10.97,2,194,26.1,660.71,nao,MQTT,iot_isolada,atuador,1
21.96,38.5,5.91,73.36,3,46,54.01,162.25,nao,MQTT,corporativa,sensor,1
31.35,42.87,0.7,65.69,1,25,32.38,267.02,sim,HTTP,corporativa,sensor,0
17.25,46.49,0.69,62.94,2,78,17.54,245.3,sim,MQTT,iot_isolada,sensor,0
30.73,43.18,0.95,88.4,2,270,19.78,89.27,nao,MQTT,iot_isolada,sensor,0
28.72,35.98,5.73,21.71,2,141,24.32,545.25,sim,MQTT,iot_isolada,gateway,1
26.97,5.0,10.03,78.73,1,77,89.31,628.94,sim,HTTP,iot_isolada,sensor,1
39.12,44.18,0.74,69.2,1,632,62.01,191.72,sim,MQTT,iot_isolada,atuador,1
23.64,58.65,4.64,126.72,0,147,65.11,614.67,sim,MQTT,corporativa,gateway,0
42.42,43.12,11.15,33.61,1,195,69.84,98.64,sim,MQTT,iot_isolada,camera,1
26.42,86.84,0.43,141.72,2,458,72.15,303.92,sim,MQTT,corporativa,atuador,0
19.06,52.24,13.29,108.04,3,217,17.53,273.59,sim,CoAP,corporativa,sensor,1
28.49,75.24,3.31,56.13,1,287,31.84,317.8,sim,HTTP,visitantes,camera,1
20.47,56.71,12.7,62.91,0,96,48.28,316.65,sim,MQTT,visitantes,camera,0
22.74,66.88,3.5,5.1,1,203,36.91,283.18,sim,CoAP,corporativa,sensor,0
30.78,57.03,6.83,61.61,2,579,32.48,227.82,sim,CoAP,corporativa,sensor,0
31.89,76.64,5.04,103.01,2,261,24.81,276.97,sim,HTTP,visitantes,camera,0
23.64,53.01,2.95,49.7,2,234,71.63,776.08,sim,CoAP,corporativa,camera,0
34.91,60.93,2.4,126.51,2,160,62.12,199.32,sim,MQTT,visitantes,gateway,1
36.1,58.59,3.53,85.29,2,59,18.31,1449.16,sim,CoAP,corporativa,sensor,1
38.05,46.81,5.75,215.16,1,425,57.78,191.6,sim,CoAP,iot_isolada,sensor,1
31.71,59.29,11.03,35.65,0,183,40.85,353.56,nao,CoAP,corporativa,atuador,0
37.54,92.22,4.01,96.36,1,108,62.03,445.79,sim,MQTT,iot_isolada,sensor,0
14.83,47.13,14.34,18.06,0,53,94.38,243.66,sim,MQTT,corporativa,atuador,0
25.77,59.55,9.21,53.29,0,243,27.73,786.55,sim,MQTT,iot_isolada,gateway,0
21.93,74.64,5.3,88.82,2,69,63.48,437.75,sim,MQTT,visitantes,camera,1
28.83,72.52,4.31,100.51,0,428,40.9,258.93,nao,MQTT,corporativa,sensor,0
24.0,52.21,7.49,46.74,3,114,40.56,780.46,sim,MQTT,iot_isolada,atuador,0
26.84,9.1,1.6,135.71,2,207,27.95,146.81,nao,MQTT,corporativa,atuador,1
41.18,61.3,1.42,155.39,0,257,55.75,201.17,sim,MQTT,iot_isolada,gateway,1
26.81,12.05,3.89,35.99,1,236,39.22,443.1,sim,HTTP,corporativa,gateway,0
30.9,78.46,5.07,54.58,0,366,52.05,523.76,sim,CoAP,iot_isolada,camera,1
26.37,55.05,6.25,50.31,3,123,32.47,374.59,sim,MQTT,iot_isolada,sensor,0
28.53,69.99,3.17,41.03,3,196,93.05,273.41,sim,CoAP,visitantes,atuador,0
28.04,35.76,11.38,149.07,1,298,71.26,250.63,sim,MQTT,visitantes,sensor,1
31.14,24.05,1.2,147.94,3,542,62.23,659.83,sim,MQTT,corporativa,camera,1
36.16,56.69,6.96,51.63,2,348,67.87,353.64,sim,CoAP,corporativa,sensor,1
39.53,51.4,4.14,96.04,0,394,48.19,162.3,sim,MQTT,corporativa,gateway,0
30.17,43.15,10.98,125.53,3,150,95.95,155.88,sim,CoAP,iot_isolada,gateway,1
32.13,53.52,14.1,74.07,1,261,63.37,862.14,sim,MQTT,corporativa,camera,0
19.94,100.0,1.45,48.64,0,489,35.3,180.71,nao,MQTT,iot_isolada,sensor,0
27.38,67.02,0.58,33.87,0,189,46.37,361.73,sim,MQTT,visitantes,sensor,0
34.58,70.89,3.18,102.39,0,262,88.47,769.42,nao,MQTT,corporativa,sensor,1
34.06,67.19,5.04,19.58,1,41,28.18,436.8,sim,CoAP,corporativa,atuador,0
29.48,78.63,2.04,49.67,0,319,10.14,175.85,sim,MQTT,iot_isolada,sensor,0
34.2,48.58,3.1,43.19,1,232,42.89,146.79,nao,MQTT,iot_isolada,atuador,0
31.44,15.01,4.52,18.4,1,304,81.88,1106.46,nao,MQTT,iot_isolada,sensor,0
36.4,48.61,10.7,57.92,0,153,80.09,144.2,nao,CoAP,corporativa,atuador,1
30.03,66.61,1.49,53.69,1,31,72.79,202.9,sim,CoAP,visitantes,camera,0
25.51,34.54,2.55,28.1,0,330,25.45,387.9,sim,HTTP,iot_isolada,atuador,0
30.35,48.83,1.47,145.37,0,107,26.1,256.41,sim,CoAP,corporativa,camera,1
7.49,39.55,5.48,102.88,1,46,33.19,446.6,nao,HTTP,corporativa,gateway,1
30.68,79.04,9.8,63.66,1,220,69.12,106.97,sim,MQTT,iot_isolada,gateway,1
5.0,65.49,4.89,113.71,0,589,57.11,257.94,sim,CoAP,corporativa,sensor,1
15.94,63.73,2.85,132.1,2,94,11.57,480.29,sim,MQTT,visitantes,atuador,1
31.16,63.19,1.24,149.71,1,111,58.17,481.43,sim,MQTT,iot_isolada,camera,0
31.34,51.33,5.93,35.47,1,342,80.58,200.19,sim,CoAP,visitantes,sensor,1
19.86,55.56,3.37,113.68,2,165,93.74,146.17,sim,HTTP,iot_isolada,sensor,1
23.02,30.67,2.67,53.87,0,329,41.52,347.1,sim,HTTP,visitantes,camera,0
37.59,12.64,3.55,72.25,2,158,24.48,119.26,sim,MQTT,iot_isolada,atuador,0
24.61,54.7,2.68,36.99,1,138,40.12,734.35,sim,CoAP,iot_isolada,gateway,0
43.7,57.83,2.01,61.47,1,98,44.2,333.68,sim,MQTT,corporativa,sensor,0
27.99,73.77,2.55,114.79,1,247,92.99,183.5,sim,CoAP,iot_isolada,gateway,0
30.86,80.28,3.01,174.87,1,97,27.15,142.86,nao,MQTT,iot_isolada,sensor,0
39.32,80.26,2.77,57.07,4,132,84.07,191.88,sim,MQTT,iot_isolada,sensor,1
28.92,34.04,8.11,28.91,1,423,41.94,100.15,nao,MQTT,iot_isolada,atuador,1
20.98,45.66,3.52,191.84,2,761,56.72,422.57,sim,HTTP,corporativa,sensor,1
27.23,60.65,1.34,34.32,3,271,53.49,170.38,sim,MQTT,iot_isolada,sensor,1
27.75,97.57,1.78,12.75,1,434,99.71,395.35,nao,MQTT,corporativa,sensor,0
18.45,78.64,2.32,39.47,3,145,62.56,435.41,sim,MQTT,iot_isolada,sensor,0
26.21,72.15,23.56,5.78,3,161,18.38,587.69,sim,MQTT,iot_isolada,sensor,1
22.8,45.02,2.7,127.83,2,228,59.48,356.49,nao,MQTT,visitantes,sensor,1
34.47,36.1,4.45,32.41,2,109,45.84,656.99,sim,CoAP,iot_isolada,camera,1
28.24,66.2,0.7,22.64,1,137,39.81,788.61,sim,MQTT,visitantes,atuador,0
26.02,32.19,3.48,67.44,2,321,37.68,358.08,nao,MQTT,visitantes,sensor,1
27.26,47.71,10.54,174.92,1,200,57.53,373.52,sim,MQTT,corporativa,atuador,1
29.56,49.93,2.85,86.41,1,175,82.25,202.3,sim,MQTT,iot_isolada,gateway,0
32.32,80.67,11.97,19.27,1,168,32.0,149.7,sim,CoAP,corporativa,sensor,0
21.0,45.62,1.46,235.64,1,78,33.95,733.22,sim,MQTT,visitantes,sensor,1
20.71,8.09,4.01,79.36,2,222,73.54,456.7,sim,CoAP,iot_isolada,sensor,0
35.73,61.08,3.51,119.31,1,109,75.65,483.37,sim,MQTT,corporativa,gateway,0
25.11,39.42,1.95,15.4,2,40,75.49,197.65,nao,MQTT,corporativa,gateway,0
18.08,52.77,5.77,210.45,2,68,34.61,931.45,nao,MQTT,iot_isolada,sensor,1
31.11,50.44,7.29,46.04,2,171,68.13,254.67,sim,CoAP,corporativa,sensor,1
31.24,47.07,6.21,14.1,1,303,77.19,170.5,sim,MQTT,corporativa,sensor,0
17.28,66.23,13.11,73.39,2,361,44.27,200.02,sim,CoAP,visitantes,camera,1
29.61,24.41,4.71,119.28,3,53,80.03,897.7,sim,HTTP,corporativa,sensor,0
33.15,42.69,9.33,95.69,0,282,55.31,137.31,nao,MQTT,iot_isolada,camera,0
30.62,64.31,4.32,94.53,2,613,33.38,176.66,nao,MQTT,iot_isolada,camera,0
32.42,40.95,4.36,89.86,1,374,91.59,2273.23,sim,MQTT,corporativa,gateway,0
18.17,23.04,1.84,68.68,1,215,21.64,577.51,nao,MQTT,corporativa,sensor,1
30.32,64.03,3.57,15.34,0,229,68.39,178.91,nao,MQTT,corporativa,camera,0
25.88,72.22,9.44,53.25,1,211,79.95,140.19,sim,CoAP,visitantes,camera,0
24.62,51.19,5.08,47.74,1,129,38.47,92.68,nao,CoAP,iot_isolada,atuador,0
34.09,16.7,10.12,150.1,1,386,33.62,319.89,sim,CoAP,corporativa,camera,1
38.35,64.71,4.01,127.96,2,85,40.94,497.51,nao,MQTT,iot_isolada,sensor,0
40.56,22.12,8.78,42.92,0,224,92.67,865.37,sim,MQTT,corporativa,sensor,0
37.2,57.56,6.66,106.79,1,39,37.31,79.38,sim,HTTP,corporativa,gateway,0
27.23,36.03,1.77,59.21,1,411,66.95,118.18,sim,MQTT,corporativa,camera,1
30.47,31.12,0.83,12.81,3,217,70.28,274.87,sim,CoAP,iot_isolada,gateway,0
33.37,44.05,1.55,5.18,3,49,41.27,2103.52,sim,CoAP,iot_isolada,gateway,0
28.85,48.7,0.68,98.24,3,507,40.18,555.65,sim,MQTT,iot_isolada,atuador,0
28.92,40.4,5.91,25.34,1,181,89.13,387.98,sim,MQTT,corporativa,atuador,0
33.77,62.6,5.89,25.24,1,61,90.85,126.79,sim,CoAP,iot_isolada,sensor,0
27.59,43.97,3.14,35.12,2,650,59.9,67.76,sim,CoAP,iot_isolada,sensor,0
22.89,69.64,5.46,99.74,0,159,74.71,307.11,sim,MQTT,iot_isolada,atuador,1
25.1,57.06,7.14,129.13,0,99,46.96,278.79,sim,MQTT,corporativa,gateway,0
32.44,39.44,4.46,127.29,3,232,7.12,247.78,nao,MQTT,iot_isolada,atuador,0
28.02,36.41,2.71,11.21,2,69,17.36,228.99,sim,CoAP,corporativa,camera,0
30.38,22.35,2.1,33.87,1,129,91.96,177.0,sim,MQTT,corporativa,atuador,1
32.69,57.23,10.68,29.36,3,467,53.46,150.75,sim,HTTP,iot_isolada,sensor,1
25.38,45.62,3.52,99.69,0,162,90.86,790.49,sim,HTTP,iot_isolada,camera,0
33.29,9.3,7.65,34.32,1,270,91.4,160.68,sim,HTTP,iot_isolada,camera,1
30.65,42.36,4.03,56.01,1,482,61.87,246.34,sim,MQTT,corporativa,sensor,1
19.36,35.78,10.63,105.95,1,158,25.51,290.8,sim,MQTT,corporativa,sensor,0
38.1,80.36,3.84,64.44,1,96,14.0,490.0,sim,HTTP,iot_isolada,sensor,1
24.49,21.35,10.81,79.13,0,307,65.16,164.63,nao,CoAP,iot_isolada,sensor,1
16.41,26.06,5.21,54.47,2,59,42.42,592.68,sim,MQTT,iot_isolada,atuador,0
20.68,71.98,0.83,120.3,2,86,49.25,199.18,sim,HTTP,iot_isolada,atuador,0
20.85,76.42,2.9,128.43,2,48,33.4,266.85,sim,CoAP,corporativa,atuador,0
28.37,38.59,4.38,89.83,0,458,84.48,944.04,sim,CoAP,iot_isolada,atuador,1
26.08,40.62,5.4,128.78,0,205,57.46,151.64,nao,HTTP,visitantes,atuador,0
25.64,63.09,10.0,285.64,2,315,34.29,495.04,sim,HTTP,corporativa,atuador,1
32.34,10.11,8.94,104.7,2,92,43.94,603.79,sim,CoAP,iot_isolada,sensor,0
30.38,18.5,5.46,60.71,3,262,50.61,371.27,sim,MQTT,corporativa,sensor,1
30.21,46.95,3.15,80.44,0,269,49.76,275.26,sim,CoAP,corporativa,atuador,0
30.87,79.9,1.16,137.54,1,648,83.93,1323.44,sim,CoAP,iot_isolada,camera,0
32.31,44.16,2.48,45.6,1,296,41.53,295.98,sim,CoAP,iot_isolada,gateway,1
13.24,53.82,2.3,42.72,0,360,48.24,344.76,sim,MQTT,corporativa,camera,0
25.45,72.41,2.37,79.47,1,217,24.85,236.14,sim,CoAP,iot_isolada,sensor,0
12.74,89.92,3.09,59.88,4,9,23.8,332.21,sim,CoAP,corporativa,sensor,0
28.25,41.62,1.59,29.1,0,245,67.32,586.92,sim,HTTP,corporativa,gateway,0
27.97,51.7,5.94,70.94,4,170,94.15,246.48,nao,HTTP,iot_isolada,camera,1
35.32,84.8,0.7,156.45,2,163,71.39,68.31,sim,MQTT,corporativa,sensor,0
36.31,24.6,2.25,87.75,1,134,74.87,428.16,sim,CoAP,iot_isolada,camera,0
29.42,70.5,3.95,24.15,1,163,59.08,140.49,sim,CoAP,iot_isolada,sensor,0
24.5,33.67,1.36,97.65,2,113,32.47,502.36,nao,CoAP,visitantes,camera,0
31.4,53.84,0.91,51.0,2,337,39.79,298.59,sim,MQTT,corporativa,gateway,1
24.3,47.63,13.18,227.25,1,79,49.33,578.35,sim,CoAP,iot_isolada,camera,1
27.99,34.76,5.18,92.38,1,591,82.52,153.88,sim,CoAP,corporativa,atuador,0
34.9,34.3,2.65,39.24,1,317,43.71,205.48,sim,MQTT,corporativa,camera,0
24.1,56.98,9.92,102.72,2,400,69.88,235.56,sim,HTTP,corporativa,atuador,0
33.64,69.92,9.85,74.64,1,85,57.04,105.89,sim,HTTP,iot_isolada,atuador,0
32.74,49.66,4.34,146.73,3,126,13.85,650.66,sim,HTTP,corporativa,atuador,0
21.32,53.26,5.7,42.54,3,211,42.77,95.79,sim,HTTP,visitantes,gateway,0
34.82,62.28,2.47,92.23,1,196,39.21,644.27,sim,MQTT,iot_isolada,camera,0
32.89,34.51,6.19,15.35,3,317,62.54,402.25,sim,HTTP,iot_isolada,camera,0
28.71,65.31,7.85,68.73,2,196,50.07,260.03,sim,HTTP,corporativa,camera,0
22.66,66.75,4.02,23.55,2,613,74.92,380.54,sim,CoAP,corporativa,sensor,0
21.99,98.87,13.16,72.89,2,86,41.15,373.31,nao,MQTT,iot_isolada,sensor,1
24.24,45.23,2.25,84.7,1,71,27.41,225.81,sim,MQTT,corporativa,sensor,0
31.8,43.75,2.99,89.79,0,121,66.32,368.23,sim,MQTT,iot_isolada,gateway,0
21.31,65.84,2.93,42.49,2,164,78.7,498.61,sim,CoAP,iot_isolada,sensor,0
31.06,66.74,3.45,70.25,5,425,87.93,154.27,nao,CoAP,iot_isolada,camera,1
19.31,42.37,1.12,134.93,2,257,83.73,380.82,sim,HTTP,iot_isolada,sensor,0
26.57,44.74,4.02,187.37,2,12,16.26,47.54,sim,HTTP,corporativa,sensor,1
28.77,61.74,5.73,71.99,1,14,63.97,77.42,sim,MQTT,iot_isolada,camera,0
45.12,37.1,3.09,137.37,4,176,77.3,443.71,sim,MQTT,iot_isolada,atuador,1
18.36,44.61,13.64,31.34,1,138,40.25,223.08,sim,CoAP,iot_isolada,sensor,0
38.3,53.61,6.15,47.89,2,180,86.08,164.45,nao,MQTT,iot_isolada,atuador,1
29.05,69.93,0.49,77.74,0,164,58.86,287.98,nao,HTTP,iot_isolada,sensor,1
30.88,41.12,4.62,60.17,1,554,33.28,226.52,sim,HTTP,iot_isolada,camera,1
28.83,18.84,13.38,55.58,1,381,70.7,149.6,sim,MQTT,corporativa,sensor,0
31.11,17.5,1.7,128.01,4,126,54.72,94.89,nao,CoAP,corporativa,sensor,1
26.92,29.33,0.77,27.12,3,194,44.51,75.36,nao,HTTP,corporativa,sensor,0
38.18,28.36,13.37,29.57,0,153,55.81,501.27,sim,HTTP,corporativa,sensor,1
24.8,49.22,5.8,20.22,2,23,64.47,222.35,sim,CoAP,iot_isolada,gateway,0
35.93,30.6,7.99,79.42,1,131,64.27,589.15,nao,HTTP,iot_isolada,gateway,1
23.49,39.35,0.56,50.95,1,133,82.8,220.78,sim,CoAP,corporativa,sensor,0
27.58,38.07,5.89,119.86,1,109,58.32,383.17,sim,MQTT,visitantes,atuador,0
20.5,44.07,3.24,74.67,1,128,61.32,273.75,sim,CoAP,visitantes,gateway,0
31.19,75.81,4.74,41.7,1,156,46.59,308.31,sim,HTTP,iot_isolada,sensor,0
38.12,63.92,10.29,36.72,3,272,53.87,318.98,sim,HTTP,iot_isolada,sensor,1
27.46,52.29,3.11,5.24,0,117,53.45,218.77,sim,MQTT,corporativa,sensor,1
26.62,43.7,7.21,57.48,6,469,70.08,126.38,nao,MQTT,iot_isolada,atuador,1
20.2,44.2,5.29,23.86,4,86,19.59,510.96,sim,CoAP,iot_isolada,camera,1
26.39,57.9,7.84,130.03,1,415,70.9,911.86,nao,HTTP,corporativa,sensor,1
16.85,62.52,1.91,49.05,2,241,40.92,954.75,nao,CoAP,iot_isolada,sensor,0
21.61,35.66,3.96,17.01,2,65,85.16,202.9,sim,MQTT,iot_isolada,sensor,1
29.59,52.66,0.75,147.33,1,152,91.65,178.89,sim,HTTP,corporativa,sensor,0
37.23,15.43,3.7,58.12,3,568,80.7,202.76,nao,CoAP,iot_isolada,camera,1
47.66,55.81,5.22,97.23,1,87,74.82,264.25,sim,HTTP,iot_isolada,atuador,1
23.89,65.72,5.53,42.17,2,579,27.83,288.09,sim,HTTP,corporativa,sensor,0
38.05,46.96,2.35,150.66,2,278,38.65,148.63,nao,MQTT,corporativa,sensor,1
29.71,84.7,4.73,32.75,1,244,28.26,106.08,sim,HTTP,corporativa,sensor,1
26.94,36.14,8.52,50.93,4,266,24.82,309.5,nao,MQTT,iot_isolada,sensor,1
31.03,55.91,2.7,12.01,3,149,94.75,25.25,sim,HTTP,corporativa,gateway,0
28.43,51.36,1.52,148.26,2,91,61.81,278.53,sim,MQTT,corporativa,atuador,0
28.77,50.19,2.42,38.04,2,200,21.93,154.27,sim,HTTP,iot_isolada,gateway,0
25.14,49.94,6.38,80.75,1,251,33.99,516.0,sim,MQTT,iot_isolada,sensor,1
18.21,53.93,2.61,88.89,0,287,62.97,622.25,sim,MQTT,iot_isolada,atuador,1
17.19,67.26,5.32,132.69,0,279,66.91,632.62,nao,HTTP,iot_isolada,atuador,0
32.57,76.8,3.98,76.51,0,332,84.92,234.51,sim,MQTT,iot_isolada,sensor,0
26.06,51.96,8.3,60.73,0,730,41.75,135.02,sim,MQTT,corporativa,atuador,1
23.83,66.68,4.95,123.79,2,236,62.15,168.98,sim,HTTP,iot_isolada,gateway,0
28.06,39.37,7.49,87.87,4,452,69.69,365.52,sim,MQTT,corporativa,gateway,1
33.56,65.79,12.94,53.97,2,295,34.53,94.43,sim,CoAP,iot_isolada,camera,1
29.26,38.28,1.94,152.62,2,781,62.46,792.73,sim,HTTP,visitantes,sensor,1
23.41,71.63,4.13,92.63,1,211,39.64,237.12,sim,MQTT,corporativa,gateway,0
36.58,91.79,5.52,22.04,2,194,68.06,424.16,nao,MQTT,corporativa,camera,1
39.05,49.8,5.8,170.74,0,433,84.33,85.88,sim,CoAP,corporativa,atuador,0
31.46,12.53,3.99,41.32,1,433,37.61,156.31,sim,CoAP,visitantes,sensor,0
34.82,42.13,1.16,132.26,1,159,86.74,78.73,sim,MQTT,corporativa,sensor,1
36.69,74.17,3.05,17.31,0,287,20.55,610.84,sim,CoAP,visitantes,gateway,1
35.91,61.96,7.54,123.28,0,334,91.92,267.16,nao,MQTT,corporativa,camera,1
32.3,56.48,1.63,23.31,1,321,41.51,445.82,sim,MQTT,iot_isolada,sensor,0
32.19,70.16,6.88,75.07,3,266,46.1,312.43,sim,MQTT,corporativa,gateway,1
31.64,60.72,5.38,90.87,0,36,56.84,414.86,sim,HTTP,corporativa,gateway,1
20.32,73.92,3.21,54.85,2,324,75.11,235.99,sim,MQTT,corporativa,camera,0
32.91,68.55,4.64,66.13,2,335,73.41,259.18,sim,MQTT,corporativa,sensor,0
18.51,79.39,4.29,28.0,0,274,39.46,280.28,nao,HTTP,corporativa,camera,0
22.44,58.46,6.41,114.84,4,146,55.19,397.0,nao,MQTT,corporativa,camera,1
37.12,68.29,1.69,77.93,0,530,75.29,404.43,sim,HTTP,iot_isolada,gateway,0
33.88,46.47,5.23,32.58,3,89,59.4,2138.81,sim,HTTP,iot_isolada,gateway,0
38.41,41.17,4.48,80.04,1,439,52.33,969.83,sim,MQTT,corporativa,camera,0
26.1,82.72,5.74,81.8,1,88,46.71,86.04,sim,MQTT,iot_isolada,sensor,0
19.93,55.89,3.46,68.45,1,402,21.08,270.38,sim,MQTT,iot_isolada,sensor,0
26.32,66.49,4.69,5.33,1,92,57.78,224.95,sim,MQTT,visitantes,sensor,0
28.71,54.23,3.39,49.0,1,386,25.47,732.23,sim,MQTT,iot_isolada,camera,0
28.55,41.44,10.9,113.67,1,610,66.29,239.6,sim,MQTT,corporativa,gateway,1
35.94,52.2,5.27,94.37,2,612,29.97,413.64,sim,MQTT,visitantes,atuador,1
25.47,77.85,5.37,92.44,2,524,71.7,58.21,sim,HTTP,visitantes,camera,0
30.46,61.99,7.71,77.52,5,210,18.86,103.59,sim,MQTT,visitantes,gateway,0
21.08,21.19,2.61,122.54,2,126,78.2,1292.85,sim,MQTT,iot_isolada,camera,1
31.15,48.13,3.06,41.12,2,185,82.01,309.57,sim,MQTT,iot_isolada,sensor,0
28.02,84.08,4.45,34.38,3,416,57.71,148.57,sim,MQTT,visitantes,camera,0
22.75,48.15,11.49,198.67,2,321,21.25,354.25,sim,HTTP,iot_isolada,sensor,1
26.35,19.59,5.69,37.72,1,828,64.22,143.0,sim,CoAP,corporativa,camera,0
26.71,86.07,3.67,21.32,2,137,28.13,245.09,sim,MQTT,visitantes,atuador,1
26.11,64.28,2.77,54.1,2,638,62.77,108.11,sim,CoAP,iot_isolada,camera,0
40.4,50.74,2.99,70.27,4,197,40.62,172.07,sim,MQTT,corporativa,sensor,1
27.31,45.31,2.22,123.06,2,88,65.27,223.31,sim,HTTP,corporativa,camera,0
26.29,71.48,5.33,49.08,1,260,27.79,654.9,sim,MQTT,visitantes,atuador,0
13.32,42.24,4.39,48.77,4,315,17.46,413.57,sim,CoAP,corporativa,sensor,1
21.74,72.67,1.07,65.65,2,492,36.23,467.3,sim,MQTT,iot_isolada,atuador,0
26.16,61.76,12.04,42.78,2,136,47.96,293.52,sim,MQTT,corporativa,atuador,1
23.2,56.4,5.13,17.52,1,260,43.08,531.65,sim,CoAP,corporativa,camera,0
37.67,54.62,10.09,22.91,2,213,54.4,162.15,nao,MQTT,iot_isolada,sensor,1
26.85,48.85,2.37,145.23,2,159,73.6,178.95,sim,CoAP,visitantes,sensor,1
37.02,70.82,7.26,106.05,1,595,37.15,397.55,sim,CoAP,iot_isolada,sensor,1
28.43,36.42,0.46,64.02,2,318,29.38,245.82,nao,MQTT,corporativa,sensor,1
28.26,22.81,7.39,94.16,5,20,62.66,295.98,nao,HTTP,corporativa,gateway,1
27.38,63.06,6.75,108.18,2,263,43.02,266.43,sim,MQTT,corporativa,atuador,0
28.03,63.36,2.73,39.35,5,46,16.83,718.68,sim,HTTP,visitantes,sensor,1
40.03,60.64,2.2,27.75,2,244,15.02,745.37,sim,MQTT,iot_isolada,camera,0
11.76,59.34,4.27,135.59,0,55,53.59,192.81,nao,MQTT,visitantes,camera,0
13.99,46.23,6.14,7.17,2,319,43.3,87.19,sim,MQTT,visitantes,sensor,1
24.2,66.17,2.53,95.19,1,45,66.71,181.63,sim,CoAP,iot_isolada,camera,1
28.1,51.18,0.44,74.34,2,92,44.44,159.51,sim,HTTP,corporativa,atuador,1
32.83,43.23,2.5,126.81,1,371,67.3,534.98,sim,CoAP,visitantes,sensor,1
31.31,46.39,3.79,97.58,1,210,57.96,569.27,sim,MQTT,corporativa,sensor,0
25.31,88.37,4.44,93.75,4,60,90.72,145.22,sim,MQTT,visitantes,gateway,0
35.13,20.77,6.11,30.24,2,570,23.98,176.24,sim,HTTP,iot_isolada,sensor,1
35.21,61.0,8.43,110.96,1,151,53.48,106.13,sim,HTTP,corporativa,atuador,0
29.29,21.78,14.36,87.32,1,173,43.44,328.35,sim,MQTT,iot_isolada,atuador,1
34.74,50.05,4.44,33.71,0,185,59.92,289.62,sim,HTTP,corporativa,sensor,0
29.91,44.19,7.39,74.82,3,338,45.61,519.25,nao,CoAP,iot_isolada,camera,0
24.07,14.47,1.41,24.98,0,161,89.68,423.26,sim,CoAP,iot_isolada,gateway,0
32.88,59.0,1.23,57.6,0,191,72.37,458.13,sim,CoAP,corporativa,camera,0
28.77,45.16,8.55,250.94,0,460,65.15,101.55,sim,MQTT,iot_isolada,camera,0
28.01,14.21,2.51,28.83,1,421,29.09,192.78,sim,MQTT,iot_isolada,atuador,1
38.31,67.11,8.76,17.34,1,182,15.9,580.7,sim,CoAP,visitantes,sensor,1
10.84,77.83,0.18,23.17,1,187,67.7,205.0,sim,HTTP,visitantes,camera,1
18.08,78.82,10.86,56.99,0,11,91.53,95.65,sim,CoAP,iot_isolada,sensor,0
